Employee_ID,Employee_Name,Department,Designation,Employment_Status,Bank_Account_Number,Month,Present_Days,Overtime_Hours,Basic_Salary,HRA,Gross_Salary,Deductions,Net_Salary,Paid_Amount
E1261,Employee_262,IT,Analyst,Active,99039642810,2024-03,14,2,34532,13812,48344,642,47702,47702
E1262,Employee_263,Sales,Officer,Active,34831849400,2024-10,25,36,26340,10536,36876,2516,34360,34360
E1263,Employee_264,HR,Officer,Active,58591999466,2024-03,15,40,15244,6097,21341,3294,18047,18047
E1264,Employee_265,Sales,Executive,Active,71194150126,2024-03,18,17,17625,7050,24675,1126,23549,23549
E1265,Employee_266,HR,Manager,Active,77421178153,2024-04,8,10,18849,7539,26388,1888,24500,24500
E1266,Employee_267,Finance,Analyst,Active,58808492731,2024-07,21,47,24597,9838,34435,589,33846,33846
E1267,Employee_268,HR,Executive,Active,63971482499,2024-04,25,1,22737,9094,31831,1219,30612,30612
E1268,Employee_269,Operations,Executive,Active,35796679413,2024-09,18,11,29024,11609,40633,3735,36898,36898
E1269,Employee_270,IT,Executive,Active,14560764377,2024-01,6,53,27000,10800,37800,980,36820,36820
E1270,Employee_271,Finance,Officer,Active,36336590526,2024-08,3,5,23333,9333,32666,2631,30035,30035
E1271,Employee_272,HR,Analyst,Active,72333646710,2024-07,2,42,32276,12910,45186,1600,43586,43586
E1272,Employee_273,Sales,Analyst,Active,66669721150,2024-02,23,58,36871,14748,51619,1172,50447,50447
E1273,Employee_274,Finance,Manager,Active,40465045371,2024-08,19,39,38635,15454,54089,1016,53073,53073
E1274,Employee_275,Finance,Analyst,Active,59007706252,2024-01,10,43,22310,8924,31234,3032,28202,28202
E1275,Employee_276,HR,Analyst,Active,79672023102,2024-11,0,28,17399,6959,24358,2113,22245,22245
E1276,Employee_277,Finance,Executive,Active,96275547655,2024-12,5,58,19640,7856,27496,1281,26215,26215
E1277,Employee_278,Sales,Manager,Active,27566056537,2024-09,25,29,34344,13737,48081,2651,45430,45430
E1278,Employee_279,Finance,Analyst,Active,75254509347,2024-09,10,1,25391,10156,35547,2535,33012,33012
E1279,Employee_280,Sales,Officer,Active,58478699108,2024-02,0,8,38709,15483,54192,2886,51306,51306
E1280,Employee_281,HR,Analyst,Active,75850431245,2024-07,20,46,32853,13141,45994,1186,44808,44808
E1281,Employee_282,IT,Executive,Inactive,51501393990,2024-10,6,1,25892,10356,36248,2089,34159,34159
E1282,Employee_283,Finance,Officer,Active,65278951603,2024-03,5,28,26197,10478,36675,1399,35276,35276
E1283,Employee_284,IT,Executive,Inactive,30304583452,2024-07,13,32,28050,11220,39270,2001,37269,37269
E1284,Employee_285,Sales,Analyst,Active,20670378894,2024-12,1,9,18374,7349,25723,3154,22569,22569
E1285,Employee_286,Finance,Officer,Active,25864774062,2024-10,3,33,27911,11164,39075,722,38353,38353
E1286,Employee_287,Operations,Manager,Active,68208671155,2024-09,10,43,23847,9538,33385,3580,29805,29805
E1287,Employee_288,IT,Manager,Active,88238200268,2024-04,14,54,29785,11914,41699,1576,40123,40123
E1288,Employee_289,Finance,Officer,Active,49550585876,2024-12,17,7,25960,10384,36344,1600,34744,34744
E1289,Employee_290,IT,Officer,Active,93955507484,2024-01,0,36,28535,11414,39949,2241,37708,37708
E1290,Employee_291,Finance,Executive,Active,94756478232,2024-02,2,53,23234,9293,32527,1002,31525,31525
E1291,Employee_292,HR,Officer,Active,32963295038,2024-01,2,59,25503,10201,35704,1839,33865,33865
E1292,Employee_293,IT,Executive,Active,24636027777,2024-12,6,32,39307,15722,55029,3369,51660,51660
E1293,Employee_294,Operations,Analyst,Active,75160215697,2024-05,0,46,20122,8048,28170,1123,27047,27047
E1294,Employee_295,Operations,Executive,Inactive,30733338549,2024-05,24,5,24852,9940,34792,2386,32406,32406
E1295,Employee_296,Sales,Officer,Active,25396764701,2024-11,10,43,20387,8154,28541,2712,25829,25829
E1296,Employee_297,Finance,Officer,Inactive,62989298450,2024-07,5,39,22631,9052,31683,3850,27833,27833
E1297,Employee_298,IT,Analyst,Active,62598402474,2024-09,19,44,22226,8890,31116,1550,29566,29566
E1298,Employee_299,Sales,Officer,Active,92944030062,2024-09,2,18,20108,8043,28151,1593,26558,26558
E1299,Employee_300,IT,Officer,Active,23409366856,2024-03,18,31,33608,13443,47051,3789,43262,43262
E1300,Employee_301,Finance,Manager,Active,36247134194,2024-03,1,26,17110,6844,23954,2485,21469,21469
E1301,Employee_302,Operations,Manager,Active,90093001253,2024-03,17,0,15957,6382,22339,1888,20451,20451
E1302,Employee_303,HR,Analyst,Active,35233439859,2024-04,11,42,22146,8858,31004,1829,29175,29175
E1303,Employee_304,Operations,Executive,Active,73524801870,2024-08,9,51,15560,6224,21784,1647,20137,20137
E1304,Employee_305,Sales,Manager,Inactive,46702995743,2024-06,4,32,38797,15518,54315,518,53797,53797
E1305,Employee_306,HR,Executive,Active,23338414129,2024-08,8,39,16312,6524,22836,1780,21056,21056
E1306,Employee_307,Sales,Officer,Active,83208983044,2024-01,1,31,33205,13282,46487,3867,42620,42620
E1307,Employee_308,Finance,Manager,Active,94423534422,2024-08,1,4,26595,10638,37233,1545,35688,35688
E1308,Employee_309,HR,Analyst,Active,27532158229,2024-04,5,16,37030,14812,51842,1488,50354,50354
E1309,Employee_310,Sales,Analyst,Active,14423907916,2024-11,9,7,36329,14531,50860,2997,47863,47863
E1310,Employee_311,Finance,Analyst,Active,50563939976,2024-01,17,56,20374,8149,28523,3099,25424,25424
E1311,Employee_312,Operations,Manager,Active,50822027870,2024-08,11,41,17651,7060,24711,2073,22638,22638
E1312,Employee_313,Finance,Executive,Active,36273518147,2024-04,3,33,25006,10002,35008,1571,33437,33437
E1313,Employee_314,IT,Officer,Active,88035526121,2024-06,21,8,24933,9973,34906,3242,31664,31664
E1314,Employee_315,Finance,Executive,Active,91540703838,2024-08,20,55,36085,14434,50519,3134,47385,47385
E1315,Employee_316,Finance,Executive,Active,99197904159,2024-04,16,22,31172,12468,43640,3268,40372,40372
E1316,Employee_317,IT,Officer,Active,16160535738,2024-03,14,34,17877,7150,25027,1706,23321,23321
E1317,Employee_318,Sales,Officer,Active,93521832073,2024-09,5,49,36966,14786,51752,1958,49794,49794
E1318,Employee_319,Sales,Manager,Active,16952573121,2024-03,15,6,36774,14709,51483,2654,48829,48829
E1319,Employee_320,Finance,Manager,Active,80870013791,2024-09,16,14,19083,7633,26716,1711,25005,25005
E1320,Employee_321,IT,Manager,Active,77194167311,2024-02,2,52,15745,6298,22043,1275,20768,20768
E1321,Employee_322,IT,Manager,Active,65935646118,2024-02,9,53,23749,9499,33248,3657,29591,29591
E1322,Employee_323,Operations,Manager,Active,97744562078,2024-02,4,19,32325,12930,45255,2359,42896,42896
E1323,Employee_324,Sales,Officer,Active,54147702871,2024-06,13,49,35407,14162,49569,2366,47203,47203
E1324,Employee_325,HR,Executive,Active,10554800010,2024-03,25,24,33680,13472,47152,1660,45492,45492
E1325,Employee_326,Sales,Manager,Active,25475592518,2024-09,20,2,32323,12929,45252,2381,42871,42871
E1326,Employee_327,Sales,Manager,Active,84103579531,2024-04,12,59,32994,13197,46191,3445,42746,42746
E1327,Employee_328,Operations,Executive,Active,12114121674,2024-01,25,54,37684,15073,52757,2883,49874,49874
E1328,Employee_329,HR,Manager,Active,12800718382,2024-04,5,45,16725,6690,23415,3154,20261,20261
E1329,Employee_330,Operations,Executive,Active,52054015686,2024-01,11,23,27213,10885,38098,3385,34713,34713
E1330,Employee_331,HR,Executive,Active,16882555497,2024-05,25,33,24528,9811,34339,2280,32059,32059
E1331,Employee_332,Finance,Officer,Active,57506663954,2024-04,7,45,29162,11664,40826,1101,39725,39725
E1332,Employee_333,HR,Analyst,Active,40465368881,2024-08,4,21,23853,9541,33394,2094,31300,31300
E1333,Employee_334,Operations,Officer,Active,57089261898,2024-08,14,10,22187,8874,31061,2950,28111,28111
E1334,Employee_335,Sales,Analyst,Active,62119772354,2024-07,15,47,15032,6012,21044,1039,20005,20005
E1335,Employee_336,HR,Analyst,Active,57896510658,2024-03,0,7,29893,11957,41850,1595,40255,40255
E1336,Employee_337,HR,Analyst,Active,52475408154,2024-01,15,38,29408,11763,41171,2305,38866,38866
E1337,Employee_338,IT,Manager,Active,82773617845,2024-01,4,42,37369,14947,52316,523,51793,51793
E1338,Employee_339,Sales,Officer,Active,17584177968,2024-12,2,34,30160,12064,42224,1123,41101,41101
E1339,Employee_340,Finance,Analyst,Active,74447723393,2024-11,19,48,18414,7365,25779,2335,23444,23444
E1340,Employee_341,Operations,Executive,Active,32090714907,2024-03,14,45,32540,13016,45556,1579,43977,43977
E1341,Employee_342,Finance,Manager,Active,41455565536,2024-06,12,37,34510,13804,48314,1485,46829,46829
E1342,Employee_343,Sales,Officer,Active,64379185143,2024-07,23,7,39636,15854,55490,722,54768,54768
E1343,Employee_344,HR,Analyst,Active,47161067893,2024-06,15,53,27120,10848,37968,678,37290,37290
E1344,Employee_345,HR,Executive,Active,49733086510,2024-06,22,36,16543,6617,23160,3347,19813,19813
E1345,Employee_346,Sales,Officer,Active,29973424373,2024-06,10,26,15271,6108,21379,2981,18398,18398
E1346,Employee_347,HR,Officer,Active,75336476908,2024-03,20,27,20295,8118,28413,2460,25953,25953
E1347,Employee_348,HR,Manager,Active,94616796913,2024-06,1,39,35460,14184,49644,1973,47671,47671
E1348,Employee_349,HR,Officer,Active,53436897562,2024-08,21,33,29963,11985,41948,1292,40656,40656
E1349,Employee_350,Operations,Manager,Active,48641430863,2024-11,5,31,26580,10632,37212,1383,35829,35829
E1350,Employee_351,Operations,Analyst,Active,15082889375,2024-11,25,14,37286,14914,52200,3039,49161,49161
E1351,Employee_352,IT,Manager,Active,16061807627,2024-02,25,43,34093,13637,47730,1712,46018,46018
E1352,Employee_353,Finance,Executive,Inactive,40607596616,2024-05,5,16,36605,14642,51247,2101,49146,49146
E1353,Employee_354,Sales,Manager,Active,57364228953,2024-01,13,32,27597,11038,38635,1309,37326,37326
E1354,Employee_355,Sales,Executive,Active,47034353161,2024-12,24,46,27045,10818,37863,1460,36403,36403
E1355,Employee_356,Sales,Manager,Active,17911397039,2024-01,10,45,28603,11441,40044,919,39125,39125
E1356,Employee_357,IT,Officer,Active,93677617190,2024-05,7,51,24937,9974,34911,3820,31091,31091
E1357,Employee_358,Operations,Analyst,Active,12889856434,2024-12,7,53,29830,11932,41762,3196,38566,38566
E1358,Employee_359,IT,Executive,Active,67543474369,2024-03,0,15,39913,15965,55878,1687,54191,54191
E1359,Employee_360,Sales,Manager,Inactive,59787333220,2024-04,20,28,21722,8688,30410,1778,28632,28632
E1360,Employee_361,Finance,Manager,Active,51002748525,2024-03,6,8,23201,9280,32481,3023,29458,29458
E1361,Employee_362,HR,Manager,Active,69441575780,2024-01,5,32,19144,7657,26801,1940,24861,24861
E1362,Employee_363,Operations,Officer,Active,83561990871,2024-01,20,59,20606,8242,28848,2717,26131,26131
E1363,Employee_364,Operations,Officer,Active,69271434913,2024-12,7,48,21766,8706,30472,1840,28632,28632
E1364,Employee_365,IT,Executive,Active,57891838101,2024-12,18,28,32114,12845,44959,2721,42238,42238
E1365,Employee_366,Operations,Executive,Active,27143162540,2024-05,21,12,30928,12371,43299,3017,40282,40282
E1366,Employee_367,Sales,Officer,Active,26006650901,2024-06,20,20,36274,14509,50783,2892,47891,47891
E1367,Employee_368,Sales,Executive,Active,69205134974,2024-03,23,57,16648,6659,23307,2992,20315,20315
E1368,Employee_369,IT,Analyst,Active,78695490492,2024-12,19,20,35612,14244,49856,1541,48315,48315
E1369,Employee_370,Sales,Analyst,Active,25485424055,2024-09,7,4,17130,6852,23982,1593,22389,22389
E1370,Employee_371,Finance,Officer,Active,13597167532,2024-05,25,9,29392,11756,41148,1861,39287,39287
E1371,Employee_372,IT,Executive,Active,25524098195,2024-08,13,5,25588,10235,35823,3175,32648,32648
E1372,Employee_373,Finance,Manager,Active,85510659365,2024-01,17,55,19366,7746,27112,1091,26021,26021
E1373,Employee_374,HR,Analyst,Active,19679291030,2024-05,24,50,16506,6602,23108,1026,22082,22082
E1374,Employee_375,Finance,Officer,Active,24284302996,2024-03,15,56,33542,13416,46958,3003,43955,43955
E1375,Employee_376,HR,Executive,Inactive,40613559026,2024-12,8,12,34300,13720,48020,1792,46228,46228
E1376,Employee_377,HR,Officer,Active,67734524646,2024-01,14,0,30222,12088,42310,2154,40156,40156
E1377,Employee_378,Finance,Manager,Active,34415283595,2024-04,25,19,27363,10945,38308,1310,36998,36998
E1378,Employee_379,IT,Analyst,Active,78301600080,2024-05,9,56,34613,13845,48458,687,47771,47771
E1379,Employee_380,Sales,Officer,Active,65135624790,2024-07,21,46,26795,10718,37513,3568,33945,33945
E1380,Employee_381,Sales,Officer,Active,66381622588,2024-01,15,45,24858,9943,34801,2092,32709,32709
E1381,Employee_382,HR,Officer,Active,36312134189,2024-03,3,7,27616,11046,38662,3258,35404,35404
E1382,Employee_383,HR,Manager,Active,61214282128,2024-02,19,9,37649,15059,52708,1028,51680,51680
E1383,Employee_384,IT,Officer,Active,46338300213,2024-09,12,8,19136,7654,26790,933,25857,25857
E1384,Employee_385,Operations,Manager,Active,72272606763,2024-10,21,48,28478,11391,39869,2835,37034,37034
E1385,Employee_386,Finance,Manager,Active,15661892356,2024-06,4,40,26161,10464,36625,2441,34184,34184
E1386,Employee_387,HR,Manager,Active,65380447002,2024-10,21,2,17689,7075,24764,3046,21718,21718
E1387,Employee_388,Sales,Analyst,Active,94374215510,2024-03,6,10,38574,15429,54003,2304,51699,51699
E1388,Employee_389,IT,Analyst,Active,41302802175,2024-08,22,11,17810,7124,24934,802,24132,24132
E1389,Employee_390,Finance,Officer,Active,73957217322,2024-08,8,9,26663,10665,37328,586,36742,36742
E1390,Employee_391,IT,Officer,Active,10058557684,2024-02,7,24,21152,8460,29612,3377,26235,26235
E1391,Employee_392,Finance,Analyst,Inactive,81100420571,2024-06,15,48,15012,6004,21016,937,20079,20079
E1392,Employee_393,Finance,Executive,Inactive,87946000493,2024-07,5,48,26162,10464,36626,3088,33538,33538
E1393,Employee_394,HR,Analyst,Active,43906208652,2024-02,15,24,37322,14928,52250,1545,50705,50705
E1394,Employee_395,IT,Manager,Inactive,22450199172,2024-11,5,10,22999,9199,32198,1332,30866,30866
E1395,Employee_396,IT,Analyst,Active,46735336220,2024-10,13,53,22219,8887,31106,1296,29810,29810
E1396,Employee_397,Sales,Manager,Inactive,34963458558,2024-02,20,35,20328,8131,28459,1059,27400,27400
E1397,Employee_398,Sales,Officer,Active,65786623812,2024-10,0,38,18621,7448,26069,1261,24808,24808
E1398,Employee_399,HR,Executive,Active,92197150635,2024-01,24,52,35067,14026,49093,2198,46895,46895
E1399,Employee_400,HR,Officer,Active,56513305510,2024-08,8,25,39256,15702,54958,3014,51944,51944
E1400,Employee_401,Operations,Manager,Active,74324842037,2024-01,24,13,26665,10666,37331,1624,35707,35707
E1401,Employee_402,Sales,Manager,Active,22418117139,2024-09,23,38,36694,14677,51371,3222,48149,48149
E1402,Employee_403,Finance,Manager,Active,67826641858,2024-11,12,55,26314,10525,36839,1184,35655,35655
E1403,Employee_404,IT,Executive,Active,11374506878,2024-06,25,39,15652,6260,21912,1664,20248,20248
E1404,Employee_405,HR,Analyst,Active,71496647808,2024-07,18,0,37183,14873,52056,637,51419,51419
E1405,Employee_406,IT,Officer,Active,80819869377,2024-10,16,55,31182,12472,43654,1077,42577,42577
E1406,Employee_407,IT,Officer,Active,34018751495,2024-07,10,53,23812,9524,33336,1209,32127,32127
E1407,Employee_408,Operations,Analyst,Active,88875659936,2024-10,7,3,18790,7516,26306,727,25579,25579
E1408,Employee_409,Sales,Officer,Active,21761793211,2024-03,22,29,30659,12263,42922,2828,40094,40094
E1409,Employee_410,HR,Executive,Active,21453033156,2024-02,4,11,16645,6658,23303,3231,20072,20072
E1410,Employee_411,IT,Officer,Active,59704122579,2024-09,9,55,25435,10174,35609,1327,34282,34282
E1411,Employee_412,HR,Manager,Active,62642312467,2024-08,6,34,35896,14358,50254,930,49324,49324
E1412,Employee_413,Finance,Analyst,Inactive,47813302950,2024-12,9,12,36143,14457,50600,1563,49037,49037
E1413,Employee_414,Operations,Executive,Active,24714290418,2024-10,3,51,37258,14903,52161,2209,49952,49952
E1414,Employee_415,Finance,Analyst,Active,31872122842,2024-07,8,30,18688,7475,26163,2186,23977,23977
E1415,Employee_416,HR,Executive,Active,64891176106,2024-09,25,37,22689,9075,31764,1734,30030,30030
E1416,Employee_417,HR,Manager,Active,64433134476,2024-04,13,42,16379,6551,22930,801,22129,22129
E1417,Employee_418,Sales,Analyst,Active,93717736558,2024-04,1,22,19243,7697,26940,1609,25331,25331
E1418,Employee_419,IT,Officer,Active,99320323948,2024-01,24,3,25237,10094,35331,1920,33411,33411
E1419,Employee_420,IT,Executive,Active,88280216519,2024-08,8,51,37891,15156,53047,3824,49223,49223
E1420,Employee_421,Finance,Analyst,Active,93971124423,2024-12,20,15,31330,12532,43862,1032,42830,42830
E1421,Employee_422,Operations,Officer,Active,50903394137,2024-03,0,6,39203,15681,54884,1268,53616,53616
E1422,Employee_423,IT,Analyst,Active,75636817522,2024-07,22,21,39977,15990,55967,2438,53529,53529
E1423,Employee_424,Sales,Analyst,Inactive,54143008844,2024-12,9,28,34037,13614,47651,1904,45747,45747
E1424,Employee_425,Finance,Analyst,Active,94404271543,2024-02,9,10,20611,8244,28855,943,27912,27912
E1425,Employee_426,Finance,Executive,Active,90884615919,2024-02,19,55,37511,15004,52515,3604,48911,48911
E1426,Employee_427,Sales,Officer,Active,39959428530,2024-07,24,32,27516,11006,38522,759,37763,37763
E1427,Employee_428,Operations,Manager,Active,59281160398,2024-06,21,57,28886,11554,40440,3805,36635,36635
E1428,Employee_429,Sales,Executive,Active,66041129738,2024-03,2,28,35307,14122,49429,2038,47391,47391
E1429,Employee_430,Operations,Executive,Active,33722019425,2024-09,5,58,39843,15937,55780,1831,53949,53949
E1430,Employee_431,Sales,Executive,Active,54116987154,2024-10,25,38,28716,11486,40202,3286,36916,36916
E1431,Employee_432,Sales,Manager,Active,68405521267,2024-06,5,11,20912,8364,29276,3343,25933,25933
E1432,Employee_433,HR,Officer,Active,34279233904,2024-10,20,6,36514,14605,51119,569,50550,50550
E1433,Employee_434,Finance,Officer,Active,49315784923,2024-10,1,58,36823,14729,51552,1977,49575,49575
E1434,Employee_435,Sales,Officer,Active,14196319074,2024-06,25,54,39264,15705,54969,1962,53007,53007
E1435,Employee_436,Sales,Analyst,Active,42404549959,2024-01,25,38,21449,8579,30028,2348,27680,27680
E1436,Employee_437,IT,Analyst,Active,56848366950,2024-04,17,41,16725,6690,23415,3935,19480,19480
E1437,Employee_438,Finance,Analyst,Active,67283279499,2024-10,22,47,30870,12348,43218,3530,39688,39688
E1438,Employee_439,IT,Manager,Active,56993714738,2024-06,1,25,24304,9721,34025,980,33045,33045
E1439,Employee_440,Finance,Analyst,Active,98174450084,2024-06,11,39,22522,9008,31530,1667,29863,29863
E1440,Employee_441,IT,Manager,Inactive,68980159284,2024-11,21,8,28663,11465,40128,2571,37557,37557
E1441,Employee_442,Sales,Officer,Active,56946751967,2024-12,4,40,19784,7913,27697,3512,24185,24185
E1442,Employee_443,Sales,Analyst,Active,81623325702,2024-05,19,33,24472,9788,34260,3996,30264,30264
E1443,Employee_444,HR,Analyst,Active,67154156153,2024-01,6,44,32616,13046,45662,3293,42369,42369
E1444,Employee_445,IT,Executive,Inactive,54538916187,2024-08,23,12,25055,10022,35077,3392,31685,31685
E1445,Employee_446,Operations,Manager,Active,71613990200,2024-05,15,54,27676,11070,38746,1698,37048,37048
E1446,Employee_447,HR,Officer,Inactive,87638933344,2024-12,19,54,39722,15888,55610,2872,52738,52738
E1447,Employee_448,IT,Executive,Inactive,23598092045,2024-12,0,35,22446,8978,31424,2392,29032,29032
E1448,Employee_449,IT,Executive,Active,66097017378,2024-12,0,24,36000,14400,50400,2194,48206,48206
E1449,Employee_450,HR,Officer,Inactive,79176191938,2024-05,16,23,19725,7890,27615,2383,25232,25232
E1450,Employee_451,Sales,Executive,Active,74914736877,2024-07,0,43,35061,14024,49085,1871,47214,47214
E1451,Employee_452,IT,Manager,Active,72071239277,2024-04,20,16,29769,11907,41676,1297,40379,40379
E1452,Employee_453,Sales,Manager,Active,87310212453,2024-06,19,1,37671,15068,52739,517,52222,52222
E1453,Employee_454,HR,Analyst,Active,51291727354,2024-04,12,12,39864,15945,55809,543,55266,55266
E1454,Employee_455,Sales,Executive,Active,72777081012,2024-03,8,30,16409,6563,22972,654,22318,22318
E1455,Employee_456,Finance,Analyst,Active,93309257209,2024-07,14,28,23205,9282,32487,1366,31121,31121
E1456,Employee_457,Operations,Executive,Inactive,33430692159,2024-08,2,49,31365,12546,43911,3469,40442,40442
E1457,Employee_458,IT,Manager,Active,51792146950,2024-04,13,27,15256,6102,21358,3948,17410,17410
E1458,Employee_459,Operations,Manager,Active,83863298032,2024-02,22,59,33105,13242,46347,1242,45105,45105
E1459,Employee_460,Sales,Manager,Inactive,45135058249,2024-12,10,26,30704,12281,42985,2351,40634,40634
E1460,Employee_461,IT,Executive,Inactive,49782008248,2024-10,23,14,32807,13122,45929,1925,44004,44004
E1461,Employee_462,Sales,Manager,Inactive,38025771503,2024-03,21,30,36337,14534,50871,724,50147,50147
E1462,Employee_463,Finance,Executive,Active,35203595226,2024-01,11,39,17990,7196,25186,716,24470,24470
E1463,Employee_464,HR,Analyst,Inactive,92881536672,2024-08,12,14,16195,6478,22673,530,22143,22143
E1464,Employee_465,IT,Executive,Active,10698095339,2024-03,25,32,35943,14377,50320,2392,47928,47928
E1465,Employee_466,Finance,Analyst,Active,98801117371,2024-12,12,19,35749,14299,50048,1582,48466,48466
E1466,Employee_467,Finance,Executive,Active,14458546691,2024-10,0,41,16244,6497,22741,2415,20326,20326
E1467,Employee_468,IT,Analyst,Active,81382221443,2024-07,23,11,26415,10566,36981,1397,35584,35584
E1468,Employee_469,Sales,Manager,Active,55948412405,2024-10,9,36,21766,8706,30472,3924,26548,26548
E1469,Employee_470,Finance,Analyst,Active,10180234310,2024-05,2,8,36686,14674,51360,3482,47878,47878
E1470,Employee_471,Operations,Manager,Active,44783197372,2024-10,23,22,26662,10664,37326,944,36382,36382
E1471,Employee_472,Finance,Manager,Active,19090203143,2024-05,3,7,31210,12484,43694,1758,41936,41936
E1472,Employee_473,Sales,Analyst,Active,88578436387,2024-07,15,31,32690,13076,45766,1630,44136,44136
E1473,Employee_474,Sales,Executive,Active,85290649331,2024-09,7,47,25313,10125,35438,1714,33724,33724
E1474,Employee_475,Operations,Executive,Active,66471777656,2024-12,15,13,17402,6960,24362,2515,21847,21847
E1475,Employee_476,Finance,Officer,Active,83753547931,2024-05,16,26,31880,12752,44632,3077,41555,41555
E1476,Employee_477,Sales,Executive,Active,76822614370,2024-01,18,24,34783,13913,48696,2436,46260,46260
E1477,Employee_478,IT,Officer,Active,73865896698,2024-10,21,12,28275,11310,39585,1237,38348,38348
E1478,Employee_479,HR,Executive,Inactive,25523729828,2024-10,14,54,29915,11966,41881,2202,39679,39679
E1479,Employee_480,HR,Executive,Active,80968593958,2024-01,15,20,15909,6363,22272,1373,20899,20899
E1480,Employee_481,HR,Manager,Active,75795134381,2024-02,14,44,30806,12322,43128,1065,42063,42063
E1481,Employee_482,Finance,Officer,Active,37927985640,2024-06,24,30,15372,6148,21520,3816,17704,17704
E1482,Employee_483,Operations,Executive,Active,23747206685,2024-09,1,36,37620,15048,52668,2518,50150,50150
E1483,Employee_484,Sales,Officer,Active,56348751937,2024-08,10,47,16344,6537,22881,2385,20496,20496
E1484,Employee_485,IT,Manager,Active,61177920779,2024-05,0,57,23515,9406,32921,2623,30298,30298
E1485,Employee_486,IT,Manager,Active,84332879961,2024-01,14,42,17431,6972,24403,1046,23357,23357
E1486,Employee_487,Finance,Officer,Active,96737711358,2024-07,25,53,36054,14421,50475,2814,47661,47661
E1487,Employee_488,HR,Manager,Active,38683901180,2024-05,18,4,34168,13667,47835,816,47019,47019
E1488,Employee_489,Finance,Analyst,Active,11387702654,2024-06,3,12,25585,10234,35819,3692,32127,32127
E1489,Employee_490,Operations,Analyst,Active,63232408965,2024-07,10,27,30462,12184,42646,2359,40287,40287
E1490,Employee_491,Operations,Manager,Active,34066137131,2024-03,4,42,16695,6678,23373,524,22849,22849
E1491,Employee_492,Sales,Analyst,Active,43507978903,2024-12,2,24,16907,6762,23669,659,23010,23010
E1492,Employee_493,Sales,Executive,Active,28995163025,2024-10,12,50,36198,14479,50677,3143,47534,47534
E1493,Employee_494,Operations,Officer,Inactive,27224939037,2024-03,9,34,32164,12865,45029,1637,43392,43392
E1494,Employee_495,Operations,Executive,Inactive,10640554953,2024-05,10,46,16019,6407,22426,1399,21027,21027
E1495,Employee_496,Operations,Officer,Active,30555392523,2024-06,17,38,26457,10582,37039,3049,33990,33990
E1496,Employee_497,Finance,Manager,Active,48113002741,2024-09,1,6,16403,6561,22964,1689,21275,21275
E1497,Employee_498,Operations,Executive,Active,95954782027,2024-12,6,37,32810,13124,45934,3560,42374,42374
E1498,Employee_499,IT,Manager,Active,12434786026,2024-05,8,31,23855,9542,33397,1202,32195,32195
E1499,Employee_500,HR,Manager,Active,72751093505,2024-01,9,2,20868,8347,29215,3746,25469,25469
E1500,Employee_501,Operations,Officer,Inactive,91707931110,2024-04,17,44,25839,10335,36174,500,35674,35674
E1501,Employee_502,HR,Officer,Inactive,96399533227,2024-05,22,38,15010,6004,21014,2422,18592,18592
E1502,Employee_503,Finance,Officer,Active,19402901638,2024-12,6,36,21330,8532,29862,3288,26574,26574
E1503,Employee_504,HR,Executive,Active,54922486481,2024-10,6,54,30061,12024,42085,3657,38428,38428
E1504,Employee_505,Finance,Analyst,Active,60475008421,2024-10,2,49,24230,9692,33922,2867,31055,31055
E1505,Employee_506,IT,Officer,Active,31069128889,2024-05,11,21,34209,13683,47892,1924,45968,45968
E1506,Employee_507,Finance,Officer,Active,13587897707,2024-07,6,7,22464,8985,31449,881,30568,30568
E1507,Employee_508,Finance,Executive,Active,23741368186,2024-04,16,16,29746,11898,41644,2241,39403,39403
E1508,Employee_509,Sales,Officer,Active,84150341827,2024-01,25,51,18003,7201,25204,3889,21315,21315
E1509,Employee_510,Operations,Executive,Active,80882194529,2024-05,0,26,22195,8878,31073,2326,28747,28747
E1510,Employee_511,Operations,Manager,Active,61262058878,2024-07,4,32,38104,15241,53345,1773,51572,51572
E1511,Employee_512,IT,Officer,Inactive,33476790697,2024-10,15,45,34472,13788,48260,2048,46212,46212
E1512,Employee_513,IT,Officer,Active,78145207134,2024-10,14,16,28662,11464,40126,2078,38048,38048
E1513,Employee_514,Operations,Manager,Active,66541648550,2024-06,1,41,28739,11495,40234,1397,38837,38837
E1514,Employee_515,Sales,Manager,Active,44450023353,2024-05,8,11,30588,12235,42823,1216,41607,41607
E1515,Employee_516,Operations,Manager,Active,65059803797,2024-04,6,47,16789,6715,23504,3827,19677,19677
E1516,Employee_517,Sales,Officer,Active,49871745076,2024-02,3,45,34420,13768,48188,2854,45334,45334
E1517,Employee_518,IT,Analyst,Active,50986864890,2024-04,19,26,38761,15504,54265,3715,50550,50550
E1518,Employee_519,HR,Analyst,Active,37375297401,2024-10,17,47,22598,9039,31637,890,30747,30747
E1519,Employee_520,IT,Analyst,Active,72815313862,2024-10,20,7,19838,7935,27773,2199,25574,25574
E1520,Employee_521,IT,Officer,Inactive,70743554434,2024-03,3,22,20872,8348,29220,3740,25480,25480
E1521,Employee_522,Finance,Manager,Active,90497537801,2024-10,12,59,35037,14014,49051,3537,45514,45514
E1522,Employee_523,Finance,Officer,Active,72697971746,2024-01,0,41,26367,10546,36913,2845,34068,34068
